,count,hate_speech,offensive_language,neither,class,tweet
2218,3,0,2,1,1,....is now tweeting from a tablet....baller bitch!
2219,3,3,0,0,0,...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be
2220,3,0,3,0,1,...and I'm goin back to school.. only for the hoes and a class or two
2221,3,0,3,0,1,...but if a SHOW about #Obama was called #Whitish ..........y'all motherfuckers would cry #racist like lil bitches. #Blackish
2222,3,0,3,0,1,...if Amber Rose can rock a bald head and a bald pussy then motherfucker so can I.
2223,3,3,0,0,0,"...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker"
2224,3,0,0,3,2,".@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces"
2225,3,0,0,3,2,.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA
2226,3,1,2,0,1,.@Buckm00se really does talk like a buck nigger
2227,3,0,0,3,2,.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.
2228,3,0,0,3,2,".@HoppyKercheval Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?"
2229,3,0,0,3,2,.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?
2230,3,0,3,0,1,".@SarahPalinUSA Wow, ""impeachment."" Look at you using your Vocab Workshop words. Guess we were only half wrong about you being a dumb cunt."
2231,3,0,0,3,2,".@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact
&#8853;http://t.co/DJgs6rGdfV"
2232,3,0,3,0,1,".@TheRevAl Hey you race baiting FBI informant bitch, where's your punk ass speaking for justice on this? http://t.co/3OcxPxlYdt"
2233,3,0,0,3,2,.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!
2234,3,0,0,3,2,".@dawnbazely Thank you, Dawn. I see our state bird graces your avatar..."
2235,3,0,1,2,2,.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.
2236,3,0,0,3,2,.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know
2237,3,0,0,3,2,.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market
2238,3,0,3,0,1,".@reddroostermann 's love of Obama is unrequited, however. Obama is clearly Putin's bitch."
2239,3,1,2,0,1,.@rustyrockets with Putin pushing for land and China completely revamping their armed forces? You're a fucking retard. Stay out my country.
2240,3,0,3,0,1,1 baby Momma no bitch no wife like PAC u need a thug in ya life
2241,3,0,3,0,1,1 good girl is worth 1000 hoes
2242,9,0,8,1,1,1 loyal girl &gt; 1OO hoes
2243,4,0,4,0,1,1 more day bitches!!!!
2244,3,0,2,1,1,1 more game of 2k then I'm finish my new book ... John Grisham cold then a hoe
2245,3,0,3,0,1,1 thang i know these bitches come n go so keep em out your bussiness
2246,3,0,2,1,1,1 time for the lonely hoes watching #Scandal re runs
2247,3,0,0,3,2,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that"
2248,3,0,3,0,1,1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop
2249,3,0,3,0,1,"1, 2, 3, 4, 5 I&#8217;m too drunk to walk, let&#8217;s drive. I got bitches with me all night And the party don&#8217;t start 'til the drugs arrive #Loaded"
2250,3,1,0,2,2,1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.
2251,3,0,1,2,2,1-800-slap-a-hoe
2252,3,0,2,1,1,"1. Pretty close &#8220;@Rosegoldracks: 0 trash ass nigga
@07Cannon: &#8220;@Rosegoldracks: Quote this and I'll guess your body count&#8221;&#8221;"
2253,4,0,0,4,2,"10 RT @ParadoxicalMike 1.5 RT @iDavey On average, 2. But I can be an 8 when need be. ""@SinsOfMyFather_ On a scale of 1-10 how ghetto are u?"""
2254,3,0,3,0,1,100 days til Christmas bitches
2255,3,0,3,0,1,100 mile dead zone radius around Philly...gotta go to NY or DC RT @CeeRoss The tri state needs better bitches
2256,3,1,2,0,1,100s 50s 20s yea I like my money in order bad Asian bitch yea she look just like Kemora
2257,3,0,3,0,1,108 MIL RT @SooMajor: And its cause of Romo bitch ass Dez &amp; Witten not eating
2258,3,0,3,0,1,"11/19 w/ @anjahlamarie - the depot 
12/19 - a pussyfootin xxxmas (hoe hoe hoe motherfucker santa claws is coming to town)"
2259,3,0,1,2,2,12 oz arizona's trash
2260,3,0,3,0,1,"12 was like ""Blocked bitch"" &#8220;@NoBeeetch: Don't start ""@bdoulaoblongata: They are blocking us in #Ferguson http://t.co/ymPzHmzUxG""&#8221;"
2261,3,0,3,0,1,"13% shy
65% bitch
22% homosexual"
2262,3,0,1,2,2,1300 for the eggs sunny side nicca .. @EastsideDame
2263,3,0,3,0,1,15. Did twitter ever get you pussy/dick
2264,3,0,3,0,1,18 year old pussy tastes like hope.
2265,3,0,3,0,1,18 yr scrap from out here might get life in prison for murderin a norte nigga by el pollo loco off of story rd.&#128563;
2266,3,1,2,0,1,187 how I'm killin these hoes
2267,3,0,0,3,2,1996 and 1999 World Series Rematch: #Yankees #Braves
2268,3,0,0,3,2,1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG
2269,3,0,3,0,1,1st game of Fall 7s.. finna kill some hoes
2270,3,0,3,0,1,1wayhustle come get signed bitch we self paid.
2271,3,0,0,3,2,2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers
2272,3,0,0,3,2,2 adult human skulls found in trash http://t.co/VcsNP9ejV9
2273,3,0,3,0,1,"2 bad bitches, 3 glocks, 4 choppas"
2274,3,2,1,0,0,2 beer queer
2275,3,1,2,0,1,2 faced bitch
2276,3,2,1,0,0,2 hoes 1 dyke
2277,3,0,3,0,1,2 or 3 hoes for everything &#128527;&#128520;&#128526;
2278,3,0,3,0,1,"2 thangs my bitch can't say, ""I'm broke"" n ""ha period late"""
2279,6,1,4,1,1,2 year starting on me on the street... so i put a fag out on him. #funnyguy
2280,3,0,3,0,1,2+2 not knowing wtf it is bitch
2281,3,0,3,0,1,2012-2013 seniors were chill as fuck. this years seniors are basic ass bitches
2282,6,0,6,0,1,"20k tweets hoe, I'd like to thank all my supportive fans &#9996;&#65039; more tweets to come."
2283,3,0,3,0,1,21- you a bitch but you my bitch so we hella chillin. also thanks for tolerating me and being my friend.
2284,3,0,0,3,2,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??
2285,3,0,3,0,1,24_rozay_idgt mad cuz Twan fuck his bitch&#128514; http://t.co/GoyZfOU46I
2286,3,0,3,0,1,270 on flappy bird suck my dick and lick my balls #swag
2287,3,1,2,0,1,"2Pac was real af on ""Temptations"". Thats exactly how it be for niggas getting money and bitches"
2288,3,0,3,0,1,2fine4cheapwine@yahoo.com &#171;@Datjollygirl So who used my email address for this chat line? All these bitches hittin me up &#128530;&#187;
2289,3,1,2,0,1,2k coaches are retarded who would put a 5'10 point guard at the 3 tho.
2290,3,0,3,0,1,3 millionaires just walked in why you tripping bitch you paid for the fight ? Lmao
2291,3,0,2,1,1,"3 things i cant stand while dealing with a bitch! 

A. HIT FEET
B. STANK ASS BREATH
C. SKANK ASS WAYS"
2292,3,0,3,0,1,3 years today I was a fucking retard and fell in love. Why was I so stupid? Wish I was coldhearted. #neverlovingsomeoneagain #dontneedanyone
2293,3,0,3,0,1,3-0-0 bitches fuck wid me
2294,3,0,1,2,2,30 mins for @natezoo919 n @greco_joel to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
2295,3,0,3,0,1,"300 bitch we hot, we done took flight !"
2296,3,0,3,0,1,"35-11.

Touchdown with :28 on the clock.

Michigan some hoes."
2297,6,0,6,0,1,"37- no, i dont like hoes"
2298,3,0,3,0,1,4 fat hoes ina caddilac. U can tell they jus lost dey luxury car ride virginity#hoes too happy lmao
2299,3,3,0,0,0,"4 old hoes, a ponk, and a dyke outchea having ""girl talk"""
2300,3,0,3,0,1,"4 stacks for the heels on my bitch feet, car seat still smellin like 10 keys.. Tell the plug that I'm lookin for a increase.."
2301,3,0,0,3,2,"4&#8419;2&#8419;0&#8419;

moke up"
2302,3,0,3,0,1,40 mins. Until that bitch drop
2303,6,0,6,0,1,416 we know ya bitch @kendricklamar
2304,3,0,3,0,1,4th RT @MayaAngelouFRO: Beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years.
2305,3,0,3,0,1,4th and long bitches
2306,3,0,0,3,2,"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol"
2307,3,2,1,0,0,5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;
2308,3,0,0,3,2,5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!
2309,3,0,0,3,2,5SOS is trash
2310,3,0,0,3,2,"5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.
#crazycats http://t.co/A5ZBVDXapx"
2311,3,0,3,0,1,5s are ugly thot bitch shoes
2312,3,0,3,0,1,5sos be like: come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.
2313,3,0,3,0,1,5thharmony user followed then unfollowed me what a prude ass hoe
2314,3,0,3,0,1,"6' 217 on these hoes. I am not fat.

I'm big boned.

hehehehehe."
2315,3,0,3,0,1,6:07 AM .. Bout to match up wit dis nicca #DonnyDinero
2316,3,0,3,0,1,"7 pounds never fails to make me cry. Im not bitch, I just relate to it"
2317,3,0,3,0,1,7 years later and this bitch STILL didnt learn her lesson. lol I remember she was the first major nude leak of this generation
2318,3,0,2,1,1,7:15 needs to hurry up . It's chilly in this bitch
2319,3,0,3,0,1,8/10 of the girls u went to hs with look horrible now but don't wanna believe it....I'm bout to piss them Facebook hoes off with this
2320,3,3,0,0,0,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz"
2321,3,0,0,3,2,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF
2322,3,0,0,3,2,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT
2323,3,0,2,1,1,90 percent yo bitch with me 100 percent that scrap with me
2324,3,1,2,0,1,90% of niggas goofy and act like bitches
2325,3,0,0,3,2,"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9"
2326,3,0,3,0,1,"934 8616
i got a missed call from yo bitch"
2327,3,0,2,1,1,"95% of the truly talented people i've come across are retarded professionally. 95% of the awful, untalented people are on point and polite.."
2328,3,0,0,3,2,99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http://t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1
2329,3,0,3,0,1,99 problems but a bitch ain't 1
2330,3,0,3,0,1,99 problems but a bitch ain't one
2331,3,0,0,3,2,":) ""@PeterDavidsonII: At some point, we need to discuss how delicious the vegan brownie from @busboysandpoets on u St. tastes!"""
2332,3,0,3,0,1,":/ well that sucks that Kobe is out now... he's still filthy, you can hate him all u want but if you dont have respect for him, ur retarded"
2333,3,0,3,0,1,===&gt; RT @kylegotjokes: All good pussy comes with a price tag
2334,3,0,3,0,1,@ me bitch
2335,3,0,3,0,1,@ me tho &#8220;@_Mashphatrabbit: This bitch wants to be included so fuckin baldly bruh!!!!&#8221;
2336,3,0,3,0,1,@ the chick who is gorgeous and so fine but her pussy stinks
2337,3,0,3,0,1,@ the person who significant other a hoe and you the s/o cheating
2338,3,0,3,0,1,@01TakesTheLead no bitch I had to use my whipers!!
2339,3,0,1,2,2,@05235fd083ad408 hick yes
2340,3,0,3,0,1,@05proFESSOR ... That's what happens when your getting pussy. Pussy or Twitter? Seems like a clear cut choice to me. Hahahaha
2341,3,0,1,2,2,"@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach"
2342,3,2,1,0,0,@05proFESSOR I bet he's a Starbucks queer
2343,3,0,3,0,1,@0beytheLAU @Huntermoore bitch you gross as fuck touchin them saggy titties
2344,3,0,3,0,1,@0ddment I could fuck a bowl of graham cracker cereal
2345,3,0,3,0,1,@0hallis0n bitch caught a body about a week ago. Everybody catching bullet holes.
2346,3,0,0,3,2,@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...
2348,3,0,3,0,1,@1000gramsBee bitch
2349,3,0,3,0,1,@10HSW @myluca01 @DenisGorman nothing like waiting till the last game of the season to peddle it shit website #heeb
2350,3,0,3,0,1,@10x90 @fucktyler fugly loose hoe
2351,3,0,0,3,2,"@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections."
2352,3,0,1,2,2,@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;
2353,6,0,0,6,2,@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus
2354,3,0,0,3,2,@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating
2355,3,0,3,0,1,"@1D_NIPPLES_ bitch you fucking told me to sit in that seat and yo dumbass come again saying ""why you sitting there"" bitch #vote5sos"
2356,3,0,3,0,1,@1Josh_Warwick3 @ashleyypat17 fag
2357,3,0,3,0,1,@1MannyOnly @iamadamg_ @JennyReyes42 bitches will be bitches.
2358,3,0,3,0,1,@1ONLYsolo fuc her and her pussy nasty &#128534;&#128534;&#128534;
2359,3,1,0,2,2,@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.
2360,3,0,1,2,2,"@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes"
2361,3,1,2,0,1,@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!
2362,3,1,2,0,1,"@1SonofYahweh he aint a real nigger, oh my bad a real nigga, but praise the sonsof satan for having not a realnigger qualitaties. Im hating?"
2363,3,1,2,0,1,@1SonofYahweh no wonder you run nose first for yo real nigger &amp; white devil massah's or any man pointing at another to convince u he is less
2364,3,1,2,0,1,"@1SonofYahweh..they cry over lost pussy, more emotional than a sissy. They get out &amp; front on hoes simple minds &amp; point brothas like me out"
2365,3,0,3,0,1,@1Starflow &#128514;&#128514;&#128514; them bitches need a tan
2366,3,0,3,0,1,@1deep_williard @Marlin_FishyAss it was old ratchet hoes Bruh
2367,3,0,3,0,1,@1stBlock_Rody pussy
2368,3,0,3,0,1,@1stBlock_Rody yu ah hoe
2369,9,0,0,9,2,@1usagrunt. I wonder what Charlie Brown would have to say about these days.
2370,3,3,0,0,0,@2014samanthaKay good enough fag
2371,6,0,6,0,1,@21Cvasquez little bitch your ass is getting tased when I get home
2372,3,0,3,0,1,@22duces20 haha still a little bitch though &#128517;
2373,3,1,2,0,1,@253hippy Bc she's a cunt hoe bag
2374,6,1,2,3,2,@2ANow She looks like a plastic monkey doll!
2375,3,1,2,0,1,@2LEGIT4that Lmao &#9995; Excuse me bitch?I am not Soundcloud
2376,3,1,2,0,1,@2LEGIT4that go be cunt somewhere else
2377,3,1,2,0,1,@2ManyLouboutins @moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.
2378,3,0,3,0,1,@2sassymom so glad you did this! I'm still trying to figure out emoticons on this damn Motorola to give that bitch the finger.
2379,3,0,2,1,1,@2trippymcneely if it's trash I'm kickin yo ass
2380,3,0,0,3,2,@37738921 reminds me of Oreos lmao
2381,3,0,3,0,1,@3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie
2382,3,0,3,0,1,@40oz_VAN IYCMI. I can't get any work done if you keep showin off your bitches.
2383,3,0,3,0,1,@44BINKO ima act like I hit that hoe then pass it like I was earlier
2384,3,0,3,0,1,@4C_Ryan fag rhymes with gag.
2385,3,1,2,0,1,@5Dimes fuck you tony...you greaseball piece of shit-
2386,3,0,3,0,1,"@7aidualc9 u said ""@ me hoe"" &#128514;&#128514;&#128514; so I did..."
2387,3,0,3,0,1,@808NoHeartBreak hoes
2389,3,0,3,0,1,@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;
2390,3,0,3,0,1,@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy
2392,3,1,0,2,2,@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole
2393,3,0,0,3,2,@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day
2394,3,0,0,3,2,@ACMobbDeep @madsbennett yeah I run over squirrels and coons
2395,3,1,2,0,1,@AC_Hussle bitches are hoes don't be surprised
2396,3,2,1,0,0,@AGreasyMonkey @Huntermoore faggot
2397,3,0,3,0,1,"@AJ0427 @AshActually Hey, I don't always go there. Sometimes, these three crazy bitches and one suave MFer trick me into going with them"
2398,3,0,0,3,2,@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;
2400,3,0,3,0,1,@ALaQuannD what you laughing at hoe
2401,3,0,2,1,1,@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...
2402,3,0,3,0,1,"@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol.."
2403,3,0,3,0,1,"@ASAP_RocKI_ @HuhWhatsACondom *sighs* 1. Not a bitch. I'm a woman. LEARN THE DIFFERENCE. 2. I KNOW I'm fat. 3. It's called a scarf, dumbass."
2404,3,0,3,0,1,"@ASipOf_Mocha Dr. Phil, I'm having trouble figuring out what my fat ass wants to eat, where are the drinks and the bitches?"
2405,3,0,1,2,2,@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.
2406,3,0,3,0,1,@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs
2407,3,0,1,2,2,@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again
2408,3,0,3,0,1,@A_M_Perez they are little bitches when they are proven wrong. #MomsDemand #gunsense
2409,3,0,3,0,1,@AaronKeplin shut up bitch
2410,3,0,3,0,1,@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now
2411,3,0,0,3,2,@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts
2412,3,0,3,0,1,@AbrehamDadi no bitch
2413,3,0,3,0,1,@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times
2414,3,0,3,0,1,@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.
2415,3,0,3,0,1,@AbstractLife yeah. can't lie tho spitting on a cop car right with their bitch ass in it feels damn good.
2416,3,0,3,0,1,@AbusiveMen You're a fucking pussy
2417,3,1,2,0,1,@AcaciaBrinley crusty hoe
2418,3,0,3,0,1,@AceAlford_23 double up on this game bitch
2419,3,0,3,0,1,"@AceHudsonJr bitches tryna take all my money, g."
2420,3,0,3,0,1,"@AceWuzHere why you talking to me at 5, almost 6am. We ain&#8217;t friends, pussy."
2421,3,0,0,3,2,@ActaBunniFooFoo I like my gross yellow heat lamps. Why?
2422,3,0,3,0,1,@ActuarialReport We've tried. Each time we go he just sits there in silence and I cry like a bitch and sweat.
2423,3,0,0,3,2,@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue
2424,3,0,3,0,1,"@AdamBaldwin Really?? Bro, that retard @SenTedCruz even missed the point of GreenEggs&amp;Ham! It means don't knock it til ya try it!"
2425,3,0,3,0,1,"@AdamHarmon @JeffJeffAllen Yeah tht a bitch, we ain't gay Brah. Chill"
2426,4,0,0,4,2,@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner
2427,3,0,2,1,1,"@Adogg_34 RT @jb_barker10: Snapchat got hacked, all of you hoes about to have some explaining to do http://t.co/tworXRoJEI"
2428,3,0,3,0,1,@Adolfhibsta I've seen a number of bitches on here say there's no such thing as loose pussy lol. Ok
2429,3,0,0,3,2,@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;
2430,3,1,2,0,1,@Adrian1_knowsu nigglet &#128530;&#128536;
2431,3,0,3,0,1,"@AidaApple14 imma bitch i know , leave me alone"
2432,3,0,3,0,1,@AirSimba9 I don't be on the hoes but these hoes on my snapchat
2433,6,0,5,1,1,@Air_Zeke_12 hell yeah I got bokoo hoes when I had my fro
2434,3,0,0,3,2,"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!"
2435,3,1,2,0,1,@AlanMilner @Morning_Joe AlQueda doesn't use cell phones or the internet? Wow you #teabaggers are stupid
2436,3,0,3,0,1,@Alan_Casillas bitches or wat
2437,3,0,3,0,1,@Alan_Casillas haha shit niggah i wish
2438,7,1,6,0,1,@Alan_Casillas lol bitches from riverside to LA ahah
2439,6,0,5,1,1,@Alan_Casillas nah i thought u had to bitches lol didnt know peters girl was one of them lmao
2440,6,0,4,2,1,@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool
2441,3,0,3,0,1,@AleeeD_ bitch who do u love
2442,3,0,3,0,1,@Alejandro_Bihhh @CapoDaAssHole I was texting a bitch
2443,6,0,6,0,1,@Alejandro_Bihhh @CapoDaAssHole I'm on this hoe like this every night just be tweeting bullshit
2444,3,0,2,1,1,@Alejandro_Bihhh @CapoDaAssHole lol cause these hoes love me
2445,3,1,2,0,1,@Alejandro_Bihhh @CapoDaAssHole so y'all niggaz ain't never listen to no slow shit with a bitch
2446,3,0,3,0,1,@Alejandro_Bihhh lmaoooo hell naw bro I be up i haven't seen that hoe
2447,3,0,3,0,1,@Alejandro_Bihhh lol I was bout to say. Shit income tax in I'm Tryna find me a bitch for a couple weeks
2448,3,0,0,3,2,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)"
2449,3,1,2,0,1,@AlexDunlapNFL @BDOE_KLBJ that evil son of a bitch deserves everything that's coming to him
2450,3,0,3,0,1,@AlexSchnider niiice my nigga schinder pullin hoes
2452,3,0,3,0,1,@AlexaDelsanter bad bitch with me wonder where my manners go
2453,3,0,3,0,1,@AlexaDelsanter karma is a bitch
2454,6,0,6,0,1,@AlexisDiamond_ bitch stop fucking playin with me you know wtf I'm talkin about
2455,6,1,5,0,1,@AlexisMota29 this niggah be lying &#128514;
2456,3,1,2,0,1,@AlfieHeydrich Seen a pic of nigs robbing a store. Caption said(protesting gos on in Fergerson). Lol. I don't like pigs either but wtf!
2457,3,2,1,0,0,@AlfieHeydrich but I live in the South. Lot more here. My pop lives in Rhode Island. Hardly no niggers there.
2458,3,2,1,0,0,"@Alicia112794 So basically you like the background music, fag."
2459,3,0,3,0,1,@AliciaDaniella8 them hoes was trash
2460,3,0,3,0,1,@AlissaWasHeree you trippin bitch &#128533;
2461,3,0,3,0,1,@AllEyesOnKIE &#128514;&#128514;&#128514; real rap fucked that bitch lay up for the day that's really disrespectful like bitch u couldn't feel the throw up coming&#128530;
2462,3,0,3,0,1,@AllFucksGiven_ like a hoe gettin dick all day and then tonight she gettin more
2463,3,0,3,0,1,"@AllieBruner Stop being mean, bitch! ))))))):"
2464,3,0,3,0,1,@AllieBruner is my main bitch.
2465,3,0,0,3,2,"@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are"
2466,3,0,0,3,2,@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore
2467,3,0,3,0,1,"@AlmightyVinny_ @TOnycranshaw22 @RichHomieMeezy ""the hoes be by my house"" , we be at tony spot mf"
2468,3,0,3,0,1,@Almighty_Woo he said he got you in workouts pussy!!!!!!
2469,3,0,2,1,1,@AlysiaRianH @cambreezy_ don't call my buddy Cambron retarded man smh. Thats rude.
2470,3,0,3,0,1,@AmPowerBlog but can we all at least agree that you whining like a little bitch because someone threw your phone is absolutely hilarious?
2471,3,1,2,0,1,"@AmPowerBlog haha, says the little bitch who let someone take his phone. A real man wouldn't have let that happen. A little bitch would."
2472,3,1,2,0,1,"@AmPowerBlog so a man who is a pussy and a coward overpowered you and easily took what was yours? You are clearly much less than a man, then"
2473,3,0,3,0,1,@AmPowerBlog your incessant whining (like a worthless little bitch) is the funniest thing that has happened all weekend. You are not a man.
2474,3,1,2,0,1,@AmandaBynes yea that always looks nice.all the monkey faced women a see around Santa Monica. Looks better than natural beauty. #don'tBeDumb
2476,3,0,3,0,1,@AmandaShow__ bet that some good pussy!!!
2477,3,0,0,3,2,@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-)
2478,3,0,1,2,2,@AmazinMixBeauti why? You wanna gimme a baby? You look coolie....it might could work lol
2479,3,0,1,2,2,@AmeezysAngels96 I'm the trash
2480,6,1,5,0,1,@AmericaAnti You're dismissed bitch. Not in the mood for fucktards this morning. #Blocked @Darknight420
2481,3,0,2,1,1,@AmericanMirror @Praedor The Cop was bitch slapped by this wanna B st. thug. And he got what TM got Dead See you don't slap cops they R law
2482,3,3,0,0,0,@AmericanWhiteHM I hate that nigger.
2483,3,3,0,0,0,"@AmericanWhiteHM Those niggers disgust me. They should have dealt with 100 years ago, we wouldn't be having these problems now."
2484,3,0,3,0,1,@American_Pye bitch would rather fuck a poster? damn... thats cold.
2485,3,0,3,0,1,@AmirEldouh @jwheels3 Ali is a hoe for that
2486,3,0,2,1,1,@Amizzyy_ Lol that hoe did numbers
2487,3,0,3,0,1,"@Amor_Anjel right , Come then what ? Wait another 9 months ? Naaaawwwww &#9995; I could be pimpin these hoes lol"
2488,3,0,0,3,2,@AmosPOrr Congrats Amos! :)
2489,3,2,1,0,0,@AnUglyNigga this is retarded
2490,3,1,2,0,1,@AnastasiaPacana Iheinz201 stfu! she thinks your ugly and hard to look at! get the fuck out of chat faggot before i block you Oct 30th 1am
2491,3,2,1,0,0,@AndreBerto can't wait for more PEDS is that it? Roid munching faggot
2492,3,0,3,0,1,@Andreaa_olvera prego bitch
2493,3,1,2,0,1,@Andreaa_olvera shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe
2494,3,0,3,0,1,@Andreaa_olvera smd bitch
2495,3,3,0,0,0,@AndrewJBurns1 @Tommy_Russell_ homo ass crackers
2496,3,0,2,1,1,@AndrewJBurns1 I would but I got dat new monopoly wit da cards.ill hold it up n see if a hoe will let a nigga swipe on credit
2497,3,0,0,3,2,"@AndrewTaran That's a nice color combo too, love the blue and yellow."
2498,3,0,2,1,1,@AndyHerren @AarynElizaGries cry baby bitch
2499,3,0,0,3,2,@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.
2500,3,0,3,0,1,"@Anellesofia I didnt call you a bitch, I just saiddd bitch. #Jeesh"
2501,3,0,3,0,1,@Anellesofia for some spook shit
2502,3,1,2,0,1,@Angllee2500 ain't nobody offending u fuckin peckerwoods I despise of a no good white ungrateful honkey
2503,3,0,1,2,2,"@AngryWillHelms Genius, the politically correct term would be ""intellectually disabled."" It's highly offensive to use the word retarded."
2504,3,2,1,0,0,@AnimeKing420 fight me 1 on 1 ur choice of game faggot see what happens
